,bedrooms,bathrooms,square_feet,taxes,home_value,propertylandusedesc,fips_number,zip_code,tax_rate,county_name
140,5.0,3.0,2754,2888.53,221517.0,Single Family Residential,6037,96426.0,0.01303976669962125,Los Angeles
141,4.0,4.0,3167,9396.67,748626.0,Single Family Residential,6037,96349.0,0.01255188839286907,Los Angeles
142,3.0,6.0,4230,9880.43,786457.0,Single Family Residential,6037,96426.0,0.01256321706081833,Los Angeles
143,4.0,5.0,3817,13691.89,1106909.0,Single Family Residential,6037,96349.0,0.012369481140726111,Los Angeles
144,3.0,3.0,2269,4593.59,363002.0,Single Family Residential,6037,96426.0,0.012654448184858487,Los Angeles
145,3.0,3.0,2629,8747.06,698910.0,Single Family Residential,6037,96426.0,0.012515288091456696,Los Angeles
146,5.0,6.0,5400,23066.9,1895312.0,Single Family Residential,6037,96426.0,0.01217050279848384,Los Angeles
147,5.0,5.0,3786,14669.44,1191769.0,Single Family Residential,6037,96426.0,0.012308962559019409,Los Angeles
148,3.0,2.0,1484,5234.46,428201.0,Single Family Residential,6037,96411.0,0.012224305875044663,Los Angeles
149,3.0,2.0,1764,4631.06,375594.0,Single Family Residential,6037,96411.0,0.012329962672460157,Los Angeles
150,3.0,3.0,2240,3268.86,252502.0,Single Family Residential,6037,96411.0,0.012945877656414603,Los Angeles
151,4.0,2.0,2263,6726.14,555128.0,Single Family Residential,6037,96450.0,0.012116376763557235,Los Angeles
152,4.0,2.0,1872,2958.11,232743.0,Single Family Residential,6037,96450.0,0.01270977000382396,Los Angeles
153,4.0,1.0,1418,4237.09,336562.0,Single Family Residential,6037,96450.0,0.012589329752021917,Los Angeles
154,3.0,2.0,1596,1125.76,74309.0,Single Family Residential,6037,96450.0,0.015149712686215667,Los Angeles
155,3.0,1.0,1065,3989.21,323511.0,Single Family Residential,6037,96450.0,0.012330987199817008,Los Angeles
156,4.0,3.0,1790,1696.42,134694.0,Single Family Residential,6037,96450.0,0.012594621883677076,Los Angeles
157,3.0,1.0,1026,3078.24,246608.0,Single Family Residential,6037,96450.0,0.012482320119379744,Los Angeles
158,3.0,1.0,1017,4714.92,391885.0,Single Family Residential,6037,96450.0,0.012031386758870588,Los Angeles
159,3.0,2.0,1725,4191.69,341891.0,Single Family Residential,6037,96450.0,0.01226031103480349,Los Angeles
160,2.0,1.0,900,3430.31,276332.0,Single Family Residential,6037,96450.0,0.012413726966113226,Los Angeles
161,3.0,2.0,1312,4150.43,343473.0,Single Family Residential,6037,96450.0,0.012083715459439317,Los Angeles
162,3.0,1.0,1008,2526.39,194734.0,Single Family Residential,6037,96375.0,0.012973543397660398,Los Angeles
163,3.0,1.0,1026,5136.75,427000.0,Single Family Residential,6037,96450.0,0.012029859484777517,Los Angeles
164,3.0,1.0,996,1667.56,129438.0,Single Family Residential,6037,96450.0,0.012883079157588961,Los Angeles
165,2.0,1.0,1008,2407.73,198128.0,Single Family Residential,6037,96450.0,0.012152396430590325,Los Angeles
166,3.0,2.0,1591,5482.55,441633.0,Single Family Residential,6037,96450.0,0.012414267049790212,Los Angeles
167,2.0,1.0,1360,2937.3,234833.0,Single Family Residential,6037,96450.0,0.012508037626739002,Los Angeles
168,3.0,1.0,1015,2672.1,212205.0,Single Family Residential,6037,96451.0,0.012592068989891849,Los Angeles
169,3.0,1.0,984,2655.27,212205.0,Single Family Residential,6037,96450.0,0.012512758888810349,Los Angeles
170,4.0,2.0,1514,2208.13,180134.0,Single Family Residential,6037,96450.0,0.012258263292881967,Los Angeles
171,3.0,2.0,1660,4014.8,330830.0,Single Family Residential,6037,96451.0,0.012135537889550525,Los Angeles
172,4.0,2.0,1040,2962.91,244573.0,Single Family Residential,6037,96451.0,0.012114624263512326,Los Angeles
173,3.0,2.0,1705,4772.93,386172.0,Single Family Residential,6037,96451.0,0.012359596242089018,Los Angeles
174,2.0,1.0,1032,3618.28,299856.0,Single Family Residential,6037,96451.0,0.012066725361506858,Los Angeles
175,2.0,2.0,1561,3033.69,249575.0,Single Family Residential,6037,96450.0,0.012155424221176,Los Angeles
176,3.0,2.0,1266,4164.96,344809.0,Single Family Residential,6037,96451.0,0.012079035059989734,Los Angeles
177,5.0,3.0,1863,7412.75,609000.0,Single Family Residential,6037,96451.0,0.012172003284072249,Los Angeles
178,3.0,1.0,1247,1568.28,127198.0,Single Family Residential,6037,96451.0,0.012329439142124875,Los Angeles
179,3.0,2.0,1428,5529.7,452500.0,Single Family Residential,6037,96451.0,0.012220331491712706,Los Angeles
180,3.0,1.0,1040,1104.11,79577.0,Single Family Residential,6037,96451.0,0.013874737675458989,Los Angeles
181,3.0,2.0,1339,1614.83,129809.0,Single Family Residential,6037,96410.0,0.012440046529901624,Los Angeles
182,3.0,2.0,1654,5664.87,468871.0,Single Family Residential,6037,96450.0,0.012081937249264723,Los Angeles
183,3.0,2.0,1540,4549.49,369852.0,Single Family Residential,6037,96450.0,0.012300839254620766,Los Angeles
184,4.0,2.0,1820,2767.94,225617.0,Single Family Residential,6037,96414.0,0.012268313114703236,Los Angeles
185,4.0,4.0,1804,4245.94,346284.0,Single Family Residential,6037,96414.0,0.012261438587979807,Los Angeles
186,3.0,2.0,1393,4678.12,380718.0,Single Family Residential,6037,96450.0,0.012287624961257413,Los Angeles
187,4.0,3.0,2201,7966.44,649000.0,Single Family Residential,6037,96414.0,0.012274946070878274,Los Angeles
188,2.0,2.0,1890,2552.01,204882.0,Single Family Residential,6037,96410.0,0.012455999062875218,Los Angeles
189,3.0,3.0,1716,2787.02,221685.0,Single Family Residential,6037,96410.0,0.012571982768342468,Los Angeles
190,3.0,2.0,1972,7764.31,636620.0,Single Family Residential,6037,96410.0,0.01219614526719236,Los Angeles
191,3.0,2.0,1923,7331.39,600608.0,Single Family Residential,6037,96410.0,0.012206613964515958,Los Angeles
192,3.0,2.0,1898,3302.38,265519.0,Single Family Residential,6037,96410.0,0.012437452687001685,Los Angeles
193,3.0,1.0,957,4173.41,339530.0,Single Family Residential,6037,96451.0,0.01229172679881012,Los Angeles
194,3.0,2.0,1600,2507.36,203969.0,Single Family Residential,6037,96451.0,0.01229284842304468,Los Angeles
195,3.0,2.0,1437,2478.58,199016.0,Single Family Residential,6037,96451.0,0.012454174538730553,Los Angeles
196,2.0,2.0,1402,2728.1,223790.0,Single Family Residential,6037,96451.0,0.01219044640064346,Los Angeles
197,2.0,1.0,1178,5929.23,485705.0,Single Family Residential,6037,96451.0,0.012207471613427903,Los Angeles
198,6.0,3.0,2518,4268.81,341653.0,Single Family Residential,6037,96451.0,0.012494577831893765,Los Angeles
199,3.0,2.0,1575,1268.94,99965.0,Single Family Residential,6037,96451.0,0.012693842844995749,Los Angeles
200,3.0,2.0,1212,3046.23,251709.0,Single Family Residential,6037,96451.0,0.012102189433035768,Los Angeles
201,2.0,1.0,1142,1040.03,82437.0,Single Family Residential,6037,96451.0,0.01261605832332569,Los Angeles
202,2.0,1.0,896,1954.35,159680.0,Single Family Residential,6037,96451.0,0.012239165831663327,Los Angeles
203,2.0,2.0,1498,823.07,63944.0,Single Family Residential,6037,96452.0,0.012871731515075691,Los Angeles
204,2.0,1.0,938,3848.05,312068.0,Single Family Residential,6037,96446.0,0.012330806106361435,Los Angeles
205,3.0,2.0,1436,2829.85,231693.0,Single Family Residential,6037,96452.0,0.012213791525855335,Los Angeles
206,3.0,2.0,1492,4138.32,333629.0,Single Family Residential,6037,96452.0,0.012403957689529387,Los Angeles
207,1.0,1.0,1109,1495.33,121054.0,Single Family Residential,6037,96446.0,0.01235258644902275,Los Angeles
208,4.0,4.0,2735,7976.78,651433.0,Single Family Residential,6037,96452.0,0.012244973773204612,Los Angeles
209,3.0,2.0,1610,1905.93,152964.0,Single Family Residential,6037,96452.0,0.01245999058602024,Los Angeles
210,3.0,3.0,2213,4523.36,364169.0,Single Family Residential,6037,96452.0,0.012421046272472395,Los Angeles
211,3.0,3.0,2218,1656.22,124634.0,Single Family Residential,6037,96452.0,0.013288669223486368,Los Angeles
212,2.0,2.0,1751,5316.38,439135.0,Single Family Residential,6037,96452.0,0.012106482061325105,Los Angeles
213,2.0,1.0,1178,7837.37,599831.0,Single Family Residential,6037,96452.0,0.013065963579741628,Los Angeles
214,5.0,3.0,2176,12400.6,735000.0,Single Family Residential,6037,96452.0,0.01687156462585034,Los Angeles
215,3.0,2.0,1366,1055.88,77825.0,Single Family Residential,6037,96410.0,0.013567362672663027,Los Angeles
216,2.0,1.0,1325,909.21,65188.0,Single Family Residential,6037,96410.0,0.013947505675891269,Los Angeles
217,3.0,2.0,1879,3589.63,294224.0,Single Family Residential,6037,96410.0,0.012200330360541628,Los Angeles
218,3.0,2.0,1578,7091.88,583570.0,Single Family Residential,6037,96410.0,0.012152578096886406,Los Angeles
219,3.0,2.0,1737,8879.61,725903.0,Single Family Residential,6037,96410.0,0.012232502138715504,Los Angeles
220,4.0,4.0,3767,10034.69,824353.0,Single Family Residential,6037,96410.0,0.012172807037761735,Los Angeles
221,4.0,3.0,2700,5861.47,477574.0,Single Family Residential,6037,96424.0,0.012273427782919507,Los Angeles
222,2.0,2.0,1310,4764.98,394661.0,Single Family Residential,6037,96452.0,0.012073602408142684,Los Angeles
223,4.0,3.0,1883,3983.83,327038.0,Single Family Residential,6037,96452.0,0.012181550767800683,Los Angeles
224,3.0,2.0,1643,7160.18,579131.0,Single Family Residential,6037,96452.0,0.012363662107536982,Los Angeles
225,2.0,1.0,1340,2853.4,227011.0,Single Family Residential,6037,96452.0,0.012569434961301435,Los Angeles
226,2.0,2.0,1832,4692.87,385964.0,Single Family Residential,6037,96447.0,0.012158828284503218,Los Angeles
227,2.0,2.0,1690,1546.95,116169.0,Single Family Residential,6037,96447.0,0.013316375280840844,Los Angeles
228,2.0,2.0,1477,2405.7,189903.0,Single Family Residential,6037,96452.0,0.012668046318383594,Los Angeles
229,3.0,2.0,1503,10921.38,908300.0,Single Family Residential,6037,96452.0,0.012023978861609599,Los Angeles
230,3.0,3.0,1553,1300.65,96672.0,Single Family Residential,6037,96452.0,0.013454257696127112,Los Angeles
231,4.0,3.0,3272,7598.57,622297.0,Single Family Residential,6037,96452.0,0.012210520057143133,Los Angeles
232,3.0,2.0,1943,10150.61,837580.0,Single Family Residential,6037,96452.0,0.012118973709973974,Los Angeles
233,2.0,2.0,1398,1295.92,97710.0,Single Family Residential,6037,96424.0,0.013262920888343056,Los Angeles
234,2.0,2.0,1537,8364.52,696040.0,Single Family Residential,6037,96424.0,0.012017297856445033,Los Angeles
235,3.0,3.0,2668,7094.94,574041.0,Single Family Residential,6037,96424.0,0.012359639816668147,Los Angeles
236,4.0,3.0,2224,6861.53,567799.0,Single Family Residential,6037,96424.0,0.012084434808796774,Los Angeles
237,3.0,2.0,1486,6494.86,540919.0,Single Family Residential,6037,96424.0,0.012007084239969384,Los Angeles
238,3.0,3.0,1940,6256.36,516951.0,Single Family Residential,6037,96424.0,0.012102423633961438,Los Angeles
239,3.0,3.0,2362,2130.27,168837.0,Single Family Residential,6037,96424.0,0.012617317294194992,Los Angeles
240,3.0,2.0,1827,6042.93,499559.0,Single Family Residential,6037,96424.0,0.012096529138700334,Los Angeles
241,5.0,4.0,4480,7768.35,629578.0,Single Family Residential,6037,96449.0,0.01233897944337318,Los Angeles
242,3.0,2.0,1996,1293.46,101222.0,Single Family Residential,6037,96452.0,0.01277844737310071,Los Angeles
243,2.0,1.0,1292,4368.8,361758.0,Single Family Residential,6037,96452.0,0.012076581582162661,Los Angeles
244,3.0,3.0,1992,7138.45,592398.0,Single Family Residential,6037,96449.0,0.012050091323738433,Los Angeles
245,2.0,1.0,1432,3399.13,278089.0,Single Family Residential,6037,96447.0,0.012223173156795128,Los Angeles
246,2.0,2.0,1351,1168.3,89212.0,Single Family Residential,6037,96447.0,0.013095771869255257,Los Angeles
247,4.0,4.0,2458,14523.82,1196041.0,Single Family Residential,6037,96447.0,0.012143245925515932,Los Angeles
248,2.0,2.0,1275,2385.87,183646.0,Single Family Residential,6037,96447.0,0.012991679644533504,Los Angeles
249,2.0,1.0,1383,3253.01,261392.0,Single Family Residential,6037,96447.0,0.01244494858297117,Los Angeles
250,3.0,2.0,1542,8097.15,666775.0,Single Family Residential,6037,96449.0,0.012143751640358441,Los Angeles
251,5.0,5.0,3119,15507.55,1282551.0,Single Family Residential,6037,96449.0,0.012091176101379204,Los Angeles
