"bedroomcnt","bathroomcnt","calculatedfinishedsquarefeet","taxamount","propertylandusedesc","propertylandusetypeid","fips"
3,2,1056,1428.03,114798,261,6037
3,2,1572,2257.93,171191,261,6037
2,1,873,7148.48,624379,261,6037
5,6,3825,21853.71,1968631,261,6037
3,1,1026,1729.54,135188,261,6037
4,3,1748,1358.66,101513,261,6037
3,2,1700,5281.08,453523,261,6037
5,5,3545,33646.13,3047634,261,6037
2,1,1379,8805,735000,261,6037
4,2,1729,3719.06,293904,261,6037
3,2,1304,4299.54,360925,261,6037
3,3,2208,33135.28,2835064,261,6037
3,1,1220,4623.8,370019,261,6037
3,2,1354,2935.4,233616,261,6037
3,2,1199,1268.29,96211,261,6037
3,4,2612,25652.35,2314657,261,6037
2,1,1318,3777.71,307406,261,6037
1,1,808,3446.37,282000,261,6037
3,3,2293,6051.83,475946,261,6037
2,1,864,3326.46,283647,261,6037
1,1,612,9207.64,765000,261,6037
3,2,1092,608.03,46754,261,6037
4,3,2437,9443.22,706232,261,6037
3,3,2538,6599.16,523441,261,6037
2,1,1174,9339.45,772866,261,6037
3,2,1340,722,55037,261,6037
3,2,1636,15623.96,572127,261,6037
3,4,2812,22689.53,2141925,261,6037
7,4,3049,3754.44,298350,261,6037
4,3,2100,3743.67,290490,261,6037
5,3,2045,12729.75,561559,261,6037
2,2,990,2544.8,214962,261,6037
2,1,1008,2714.81,212213,261,6037
3,2,1502,2919.38,227869,261,6037
3,2,1345,1218.85,93146,261,6037
3,2,1653,4067.91,358633,261,6037
2,1,1110,4119.25,342659,261,6037
3,2,1219,4115.72,326192,261,6037
2,2,1534,3831.47,304546,261,6037
3,2,1448,1646,108271,261,6037
2,3,2382,16221.42,1341015,261,6037
4,3,1596,3870.47,307000,261,6037
4,2,1330,5100.88,416778,261,6037
3,2,1229,6620.79,525647,261,6037
2,2,1178,793.12,61500,261,6037
3,2,1264,3225.4,261378,261,6037
4,5,6329,28942.47,2398897,261,6037
3,3,2082,1898.97,97292,261,6037
3,2,1326,2719.72,215849,261,6037
2,1,923,1621.34,124922,261,6037
4,4,3102,11191.78,923657,261,6037
3,2,1618,5923.23,461893,261,6037
3,1,1064,5860.24,479072,261,6037
3,2,1643,1020.94,74305,261,6037
2,2,1834,8929.1,731684,261,6037
3,2,1445,4927.87,369050,261,6037
2,1,704,1158.76,95217,261,6037
2,1,930,4342.34,350100,261,6037
3,2,1400,3569.49,289322,261,6037
2,1,1004,8570.2,704162,261,6037
2,1,938,3583.38,289980,261,6037
3,2,1440,3932.93,311970,261,6037
2,1,803,1011.19,70370,261,6037
3,1,1318,10043.98,839770,261,6037
4,3,1889,7442.68,606520,261,6037
3,1,1014,4132.95,329298,261,6037
4,2,1258,11178.78,999000,261,6037
3,2,1651,8157.44,662250,261,6037
4,2,1733,NULL,255699,261,6037
5,3,2017,4775.61,378786,261,6037
3,1,1334,3371.18,298536,261,6037
2,1,1132,1177.76,93588,261,6037
2,1,576,3006.51,245336,261,6037
3,2,1266,2679.81,208274,261,6037
5,2,2028,4087.43,360467,261,6037
4,3,2376,5542.54,455484,261,6037
4,2,1374,5708.1,470131,261,6037
4,2,1603,3050.41,237704,261,6037
2,2,1622,4446.24,327118,261,6037
2,2,1289,5218.86,426361,261,6037
2,2,1384,7009.32,582509,261,6037
3,2,1122,4019.68,322045,261,6037
3,2,1505,4490.02,334227,261,6037
2,2,1163,834.01,66847,261,6037
3,2,1172,6380.65,523978,261,6037
3,2,1236,4757.33,381636,261,6037
1,1,576,2511.93,173146,261,6037
3,2,2252,2118.76,166599,261,6037
2,1,846,407.74,28532,261,6037
3,2,1592,3767.21,303028,261,6037
3,2,1430,9657.19,770000,261,6037
5,4,2646,12271.24,1010819,261,6037
2,1,898,2258.48,188615,261,6037
3,2,1341,5318.55,440200,261,6037
2,1,1036,3357.9,250114,261,6037
3,2,1117,6106.9,502034,261,6037
2,2,1550,507.71,38674,261,6037
4,2,1766,5241.32,424567,261,6037
4,3,2244,6488.98,506556,261,6037
3,2,1973,7932.88,635973,261,6037
2,2,1620,8870.76,737299,261,6037
3,2,1213,2423.49,198820,261,6037
2,1,756,1288.72,57938,261,6037
3,2,1891,2122.12,160788,261,6037
2,1,608,2054.91,162875,261,6037
3,2,1160,2401.51,197183,261,6037
4,2,1590,9546.23,794803,261,6037
7,4,2471,6927.05,565166,261,6037
2,1,1089,1391.12,114756,261,6037
4,2,1642,961.43,66228,261,6037
4,4,2843,6333.77,501583,261,6037
3,3,2703,13827.95,1143897,261,6037
3,1,702,1911.61,161536,261,6037
3,2,1264,2387.93,188469,261,6037
1,2,1550,4017.1,353998,261,6037
4,3,2102,16044.48,1333152,261,6037
3,1,1005,3246.33,262053,261,6037
4,2,1774,927.26,70195,261,6037
5,4,2487,5605.99,487926,261,6037
2,1,792,2170.88,171673,261,6037
3,1,1425,4489.88,357703,261,6037
4,2,1664,3480.72,264183,261,6037
3,2,1684,1308.78,96256,261,6037
2,2,1631,18605.47,1550146,261,6037
3,2,1735,2091.78,165853,261,6037
3,3,1898,3122.88,244994,261,6037
5,2,2064,1985.29,159695,261,6037
3,2,1156,7760.81,641646,261,6037
3,2,1761,2048.03,154237,261,6037
3,2,1544,4730.03,376667,261,6037
4,3,3334,15319.01,1372495,261,6037
3,2,1261,9125.72,761348,261,6037
4,3,2019,25288.61,2104000,261,6037
5,3,2632,3872.02,307226,261,6037
3,2,1820,19138.88,1722092,261,6037
3,2,1488,1747.69,137229,261,6037
6,3,4532,41152.12,3421391,261,6037
3,3,1761,1447.34,114342,261,6037
3,2,1351,10093.7,896768,261,6037
2,2,2339,7263.73,593479,261,6037
4,2,1656,6823.78,561497,261,6037
3,2,1626,4155.11,329003,261,6037
5,5,3766,21352.62,1916288,261,6037
4,2,1251,11742.45,970877,261,6037
3,2,1276,925.4,63501,261,6037
4,2,1570,4314.88,343275,261,6037
3,2,1219,16763.77,1500671,261,6037
4,3,2266,12845.29,1063145,261,6037
5,2,3279,15674.71,1300293,261,6037
3,2,1217,3872,314466,261,6037
3,4,2323,5336.72,459467,261,6037
3,3,1663,1450.37,116188,261,6037
3,2,2620,13386.44,1107227,261,6037
3,3,1844,3275.3,267213,261,6037
3,3,1976,11544.56,1075282,261,6037
2,2,1631,7141.44,593110,261,6037
2,1,729,7495.64,619302,261,6037
3,3,2713,6640.33,528240,261,6037
2,2,1521,1194.45,82376,261,6037
2,3,3044,6154.99,506186,261,6037
3,1,1741,1317.55,98361,261,6037
4,3,2681,7908.26,647729,261,6037
2,1,1199,8410.42,769027,261,6037
3,2,1562,10461.62,860690,261,6037
4,2,1915,24698.85,2047776,261,6037
4,2,1914,5719.72,459956,261,6037
3,1,1053,1379.61,101644,261,6037
2,2,967,3015.02,243376,261,6037
2,1,1272,981.81,73074,261,6037
3,3,1684,5262.61,414503,261,6037
4,4,3073,2513.84,162533,261,6037
3,3,2926,9671.58,794186,261,6037
3,2,1630,3467.58,285210,261,6037
5,4,3024,6704.72,541818,261,6037
3,2,1330,12085.1,1018590,261,6037
4,3,3087,7309.44,588231,261,6037
2,2,1320,11337.35,941991,261,6037
3,2,1220,4704.13,383997,261,6037
2,2,1084,3704.59,265319,261,6037
3,2,1525,16943.16,1443002,261,6037
3,3,2269,11586.18,954293,261,6037
4,3,3013,8539.78,688396,261,6037
3,3,2508,7493.67,580043,261,6037
4,4,4690,7645.93,611720,261,6037
5,5,3822,46344.35,3560000,261,6037
4,3,2646,5867.21,472230,261,6037
3,2,1204,5812.27,443630,261,6037
6,8,7983,79364.75,6903699,261,6037
1,2,1600,3075.25,249661,261,6037
5,4,2834,2411.22,182498,261,6037
3,2,2132,18543.56,1605000,261,6037
6,5,4501,39793.96,3441313,261,6037
4,2,2292,1655.98,118231,261,6037
4,3,2329,4713.14,368890,261,6037
3,1,1165,989.94,76165,261,6037
5,3,3700,8822.41,711330,261,6037
4,4,2464,22088.83,1823961,261,6037
5,3,2137,1526.76,109927,261,6037
2,1,956,8492.09,692407,261,6037
3,1,948,1347.1,72522,261,6037
3,3,1749,25405.85,2108201,261,6037
4,5,3578,10135.13,829000,261,6037
2,2,1675,1925.51,105189,261,6037
2,1,1002,4510.74,343936,261,6037
4,3,3736,37207.37,3072017,261,6037
3,2,1479,6486.55,520771,261,6037
3,2,1653,9713.66,802047,261,6037
4,2,3328,53013.76,4612020,261,6037
3,3,2388,13833.5,1139087,261,6037
5,3,2452,8593.95,693805,261,6037
3,2,1218,932.07,74933,261,6037
3,2,1453,10362.32,859921,261,6037
3,2,2118,16471.08,1369988,261,6037
4,2,1664,4821.67,387826,261,6037
3,3,1923,3997.88,321047,261,6037
2,1,1169,4177.49,342750,261,6037
2,1,1414,2455.87,197042,261,6037
3,2,2560,4121.27,307407,261,6037
3,1,1200,8960.68,748417,261,6037
3,1,1323,7978.13,660498,261,6037
3,2,1960,1756.68,121938,261,6037
3,3,2058,8483.91,692500,261,6037
1,1,426,795,60628,261,6037
3,2,2274,10855.99,894767,261,6037
3,2,2244,13479.98,1117881,261,6037
5,3,2458,1806.08,128773,261,6037
2,1,860,7902.74,661895,261,6037
3,3,2711,8338.12,681545,261,6037
3,2,2125,16160.72,1335838,261,6037
5,4,3516,11588.05,954821,261,6037
3,1,1280,6188.62,515179,261,6037
3,3,2580,20578.61,1707368,261,6037
5,3,2585,5685.49,461292,261,6037
5,4,3153,5748.34,460819,261,6037
3,1,1078,1519.71,66225,261,6037
6,8,7503,38468.17,3184137,261,6037
3,2,1666,7616.36,620251,261,6037
3,2,1491,2669.93,210485,261,6037
3,3,2097,6716.16,532677,261,6037
3,1,1124,10547.21,590252,261,6037
4,2,1351,4270.33,389798,261,6037
6,3,2734,9030.43,730000,261,6037
2,1,1291,9907.15,822352,261,6037
7,5,4598,12156.81,990587,261,6037
4,2,1768,7364.52,675799,261,6037
5,3,2171,4396.64,357552,261,6037
2,1,1295,16049.45,1330660,261,6037
2,1,1112,1250.71,87224,261,6037
3,2,1420,3601.35,329493,261,6037
4,3,2773,4531.97,362417,261,6037
3,1,1086,580.96,42618,261,6037
3,2,1978,17329.83,1440049,261,6037
4,2,1584,5180.05,474028,261,6037
4,2,2073,2750.06,209308,261,6037
3,1,1008,854.68,65598,261,6037
3,2,1516,6113.51,496605,261,6037
7,5,5180,4154.5,361747,261,6037
5,5,3989,7435.45,593722,261,6037
3,1,1029,2511.65,202558,261,6037
3,2,1645,8966.4,742513,261,6037
3,2,1443,7278.61,662081,261,6037
3,2,1435,3896.03,307677,261,6037
4,3,3045,6334.92,511241,261,6037
3,2,1640,14475.47,1204000,261,6037
3,2,1791,1448.85,127878,261,6037
4,2,1702,5683.58,456862,261,6037
3,3,2140,7045.25,567489,261,6037
4,3,2710,20677.48,1716907,261,6037
6,2,1916,10735.08,984792,261,6037
3,2,1928,3616.89,283123,261,6037
2,1,1012,3164.75,255848,261,6037
5,4,3201,11050.05,937004,261,6037
3,2,1948,6677.53,609765,261,6037
3,2,1470,2768.32,221092,261,6037
3,2,1170,12381.96,1035555,261,6037
3,2,1826,17483.9,1498929,261,6037
2,2,1800,1286.2,110339,261,6037
2,2,2291,1929.9,138732,261,6037
2,2,1130,7586.77,620930,261,6037
3,2,1409,16086.23,1319825,261,6037
4,2,2781,2490.11,217958,261,6037
3,2,2543,8973.88,730638,261,6037
4,2,2067,4795.96,390633,261,6037
4,6,7362,98264.26,8450000,261,6037
3,3,1493,4374.14,400947,261,6037
3,1,1148,2236.29,175763,261,6037
3,1,1274,4419.9,360586,261,6037
6,6,4565,46558.05,4005795,261,6037
3,2,1220,4517.58,413723,261,6037
3,2,1364,5842.64,482000,261,6037
5,4,3054,1513.4,115517,261,6037
4,4,5349,58177.91,4996351,261,6037
3,3,1844,10527.83,822352,261,6037
4,3,1879,1296.62,95101,261,6037
4,4,3050,18913.81,1562507,261,6037
7,10,10157,38283.99,3267880,261,6037
3,3,1769,7412.36,680217,261,6037
2,1,1043,725.92,54630,261,6037
3,1,1012,1096.41,77206,261,6037
6,5,4722,5346.41,416775,261,6037
4,3,2653,12267,1114725,261,6037
4,2,1650,1033.41,73057,261,6037
2,1,1019,3598.12,287673,261,6037
4,4,2763,3640.23,280389,261,6037
3,2,1716,5167.54,472143,261,6037
3,2,1700,5600.91,449134,261,6037
3,2,1687,1378.9,105783,261,6037
4,3,2264,4671.98,375208,261,6037
2,1,1436,2215.43,200853,261,6037
4,2,1686,6231.12,510744,261,6037
2,2,1696,3133.38,257354,261,6037
2,2,2261,37915.12,3144934,261,6037
2,2,2179,10052.79,921921,261,6037
3,2,1597,1581.32,85717,261,6037
5,6,5370,67167.79,5612000,261,6037
6,7,5550,57665.44,4779644,261,6037
3,2,1801,1064.72,93146,261,6037
4,2,1260,3251.97,220707,261,6037
4,2,1809,15523.86,1309300,261,6037
3,2,1951,17895.37,1475738,261,6037
3,2,1422,1143.68,52519,261,6037
4,1,1556,15753.55,1330660,261,6037
3,3,2721,12252.47,1003232,261,6037
3,1,920,3515.81,249653,261,6037
3,2,1514,9214.56,761472,261,6037
3,3,2062,2948.83,220630,261,6037
3,1,920,3035.28,209666,261,6037
6,6,3593,44424.32,3852187,261,6037
4,3,3737,48956.21,4060999,261,6037
3,2,1320,3151.59,212475,261,6037
3,2,1944,2619.27,213902,261,6037
4,6,6193,17486.12,1421585,261,6037
3,2,1500,4579.26,330325,261,6037
3,3,2820,21610.15,1848242,261,6037
3,4,3917,29514.49,2531611,261,6037
3,2,1442,4778,343553,261,6037
3,3,2453,20785.98,1777542,261,6037
4,5,3806,39851.05,3313709,261,6037
3,2,1701,2948.28,193070,261,6037
2,2,1443,17099.31,1450000,261,6037
4,5,4287,37611.2,3125956,261,6037
